asset,action,label_gate_status,label_gate_score,label_observations,net_directional_return_1h_proxy,positive_directional_1h_rate,cross_venue_status,venue_count,actionable_venue_count,execution_gate_action,conservative_net_1h_bps,paper_outcome_1h,reason,next_step
ALT,long_carry_reversion_watch,crowding_context_only_needs_forward_labels,38.00000000,2,-0.00168720,0.00000000,cross_venue_context_only,4,0,,0.00000000,,cross-venue derivatives context exists but the unwind label is not established,label ALT continuation versus unwind separately before treating crowding as alpha
ASTER,short_carry_reversion_watch,crowding_context_only_needs_forward_labels,38.00000000,1,-0.00054382,0.00000000,cross_venue_context_only,29,0,,0.00000000,,cross-venue derivatives context exists but the unwind label is not established,label ASTER continuation versus unwind separately before treating crowding as alpha
ETHFI,short_carry_reversion_watch,crowding_unwind_label_not_supported,22.27425000,4,-0.00172575,0.00000000,cross_venue_context_only,12,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote ETHFI unwind; only revisit if a fresh snapshot creates positive forward labels
ATOM,long_carry_reversion_watch,crowding_unwind_label_not_supported,22.00422000,6,-0.00199578,0.00000000,cross_venue_context_only,21,1,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote ATOM unwind; only revisit if a fresh snapshot creates positive forward labels
SNX,long_carry_reversion_watch,crowding_unwind_label_not_supported,21.96835000,6,-0.00203165,0.00000000,cross_venue_context_only,5,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote SNX unwind; only revisit if a fresh snapshot creates positive forward labels
HEMI,short_carry_reversion_watch,crowding_unwind_label_not_supported,21.70296000,6,-0.00229704,0.00000000,cross_venue_context_only,3,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote HEMI unwind; only revisit if a fresh snapshot creates positive forward labels
MET,long_carry_reversion_watch,crowding_unwind_label_not_supported,21.63091000,6,-0.00236909,0.00000000,cross_venue_context_only,6,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote MET unwind; only revisit if a fresh snapshot creates positive forward labels
UMA,long_carry_reversion_watch,crowding_unwind_label_not_supported,21.43407000,6,-0.00256593,0.00000000,cross_venue_context_only,2,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote UMA unwind; only revisit if a fresh snapshot creates positive forward labels
AZTEC,short_carry_reversion_watch,crowding_unwind_label_not_supported,21.27104000,6,-0.00272896,0.00000000,cross_venue_context_only,3,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote AZTEC unwind; only revisit if a fresh snapshot creates positive forward labels
NIL,long_carry_reversion_watch,crowding_unwind_label_not_supported,20.83018000,6,-0.00316982,0.00000000,cross_venue_context_only,4,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote NIL unwind; only revisit if a fresh snapshot creates positive forward labels
BSV,long_carry_reversion_watch,crowding_unwind_label_not_supported,20.82985000,6,-0.00317015,0.00000000,cross_venue_context_only,6,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote BSV unwind; only revisit if a fresh snapshot creates positive forward labels
GRIFFAIN,short_carry_reversion_watch,crowding_unwind_label_not_supported,20.76312000,6,-0.00323688,0.00000000,cross_venue_context_only,2,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote GRIFFAIN unwind; only revisit if a fresh snapshot creates positive forward labels
STBL,short_carry_reversion_watch,crowding_unwind_label_not_supported,20.53868000,6,-0.00346132,0.00000000,cross_venue_context_only,4,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote STBL unwind; only revisit if a fresh snapshot creates positive forward labels
DYDX,short_carry_reversion_watch,crowding_unwind_label_not_supported,18.30624000,6,-0.00569376,0.00000000,cross_venue_context_only,10,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote DYDX unwind; only revisit if a fresh snapshot creates positive forward labels
APEX,short_carry_reversion_watch,crowding_unwind_label_not_supported,18.23349000,6,-0.00576651,0.00000000,single_venue_context_only,1,0,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote APEX unwind; only revisit if a fresh snapshot creates positive forward labels
PURR,short_carry_reversion_watch,crowding_unwind_label_not_supported,14.43551000,6,-0.00956449,0.00000000,single_venue_context_only,1,1,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote PURR unwind; only revisit if a fresh snapshot creates positive forward labels
HMSTR,short_carry_reversion_watch,crowding_unwind_label_not_supported,14.00000000,6,-0.01085707,0.00000000,cross_venue_context_ready_needs_labels,7,2,,0.00000000,,current forward labels do not support the unwind after funding and impact proxy,do not promote HMSTR unwind; only revisit if a fresh snapshot creates positive forward labels
