record_id,split,source,asset,venue,context,opportunity,observation_key,action,action_side,reward_bps,cost_adjusted_reward_bps,reward_used_bps,reward_status,cost_known,terminal,elapsed_minutes,next_step
repeat-lane-sol-sol-volume-price-dislocation,repeat,symbol_lane_repeat,SOL,,volume_price_dislocation,sol_volume_price_dislocation,SOL/volume_price_dislocation/any_venue,paper_long,long,241.19611415,233.01765983,233.01765983,cost_adjusted_win,yes,yes,622.80,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-09-sol-volume-dislocation,repeat,repeat,SOL,,volume_price_dislocation,sol_volume_price_dislocation,SOL/volume_price_dislocation/any_venue,paper_long,long,239.17563322,230.99717890,230.99717890,cost_adjusted_win,yes,yes,703.10,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-11-pump-volume-dislocation,repeat,repeat,PUMP,,volume_price_dislocation,pump_volume_price_dislocation,PUMP/volume_price_dislocation/any_venue,paper_long,long,236.17153511,221.96565946,221.96565946,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-near-near-microstructure-flow-paper-probe,repeat,symbol_lane_repeat,NEAR,,microstructure_flow,near_microstructure_flow_paper_probe,NEAR/microstructure_flow/any_venue,paper_long,long,192.79011428,182.38601589,182.38601589,cost_adjusted_win,yes,yes,622.80,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-repeat-paper-09-sol-volume-dislocation,repeat,second_repeat,SOL,,volume_price_dislocation,sol_volume_price_dislocation,SOL/volume_price_dislocation/any_venue,paper_long,long,189.38307030,181.20461598,181.20461598,cost_adjusted_win,yes,yes,606.40,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-sol-solana-stablecoin-migration,repeat,symbol_lane_repeat,SOL,,stablecoin_migration,solana_stablecoin_migration,SOL/stablecoin_migration/any_venue,paper_long,long,184.30745079,176.12899647,176.12899647,cost_adjusted_win,yes,yes,439.76,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-sol-sol-attention-price-context,repeat,symbol_lane_repeat,SOL,,news_event,sol_attention_price_context,SOL/news_event/any_venue,paper_long,long,184.30745079,176.12899647,176.12899647,cost_adjusted_win,yes,yes,439.76,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-near-near-microstructure-flow-probe,repeat,symbol_lane_repeat,NEAR,,microstructure_flow,near_microstructure_flow_probe,NEAR/microstructure_flow/any_venue,paper_long,long,170.11217206,159.70807367,159.70807367,cost_adjusted_win,yes,yes,606.40,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-02-sui-repeat-execution,repeat,repeat,SUI,,repeat_execution,sui_okx_on_chain_flow_repeat_execution_gate,SUI/repeat_execution/any_venue,paper_long,long,142.53333333,132.17347613,132.17347613,cost_adjusted_win,yes,yes,622.80,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-26-sui-liquidation-intensity,repeat,repeat,SUI,,liquidation_intensity,sui_okx_liquidation_intensity_paper_gate,SUI/liquidation_intensity/any_venue,paper_long,long,142.53333333,132.17347613,132.17347613,cost_adjusted_win,yes,yes,622.80,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-01-sui-repeat-execution,repeat,repeat,SUI,,repeat_execution,sui_hl_on_chain_flow_repeat_execution_gate,SUI/repeat_execution/any_venue,paper_long,long,134.42579270,124.06593550,124.06593550,cost_adjusted_win,yes,yes,622.80,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-19-sui-microstructure-flow,repeat,repeat,SUI,,microstructure_flow,sui_microstructure_flow_paper_probe,SUI/microstructure_flow/any_venue,paper_long,long,134.42579270,124.06593550,124.06593550,cost_adjusted_win,yes,yes,622.80,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-10-xpl-volume-dislocation,repeat,repeat,XPL,,volume_price_dislocation,xpl_volume_price_dislocation,XPL/volume_price_dislocation/any_venue,paper_long,long,132.71035929,120.41254932,120.41254932,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-eth-eth-volume-price-dislocation,repeat,symbol_lane_repeat,ETH,,volume_price_dislocation,eth_volume_price_dislocation,ETH/volume_price_dislocation/any_venue,paper_long,long,117.52008634,109.08442307,109.08442307,cost_adjusted_win,yes,yes,598.81,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-eth-eth-microstructure-flow-probe,repeat,symbol_lane_repeat,ETH,,microstructure_flow,eth_microstructure_flow_probe,ETH/microstructure_flow/any_venue,paper_long,long,117.52008634,109.08442307,109.08442307,cost_adjusted_win,yes,yes,598.81,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-13-sol-volume-dislocation,repeat,repeat,SOL,,volume_price_dislocation,sol_volume_price_dislocation,SOL/volume_price_dislocation/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-20-sol-event-crypto-hedge,repeat,repeat,SOL,,event_crypto_hedge,sol_1971905_event_crypto_hedge,SOL/event_crypto_hedge/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,299.20,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-36-sol-stablecoin-migration,repeat,repeat,SOL,,stablecoin_migration,solana_stablecoin_migration,SOL/stablecoin_migration/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,299.20,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-12-sol-event-crypto-hedge,repeat,repeat,SOL,,event_crypto_hedge,sol_1971905_event_crypto_hedge,SOL/event_crypto_hedge/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-sol-sol-1971905-event-crypto-hedge,repeat,symbol_lane_repeat,SOL,,event_crypto_hedge,sol_1971905_event_crypto_hedge,SOL/event_crypto_hedge/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,290.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-sol-sol-maker-or-low-fee-small-execution-edge,repeat,symbol_lane_repeat,SOL,,execution_edge,sol_maker_or_low_fee_small_execution_edge,SOL/execution_edge/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,290.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-sol-sol-taker-small-execution-edge,repeat,symbol_lane_repeat,SOL,,execution_edge,sol_taker_small_execution_edge,SOL/execution_edge/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,290.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-sol-sol-2176262-event-crypto-hedge,repeat,symbol_lane_repeat,SOL,,event_crypto_hedge,sol_2176262_event_crypto_hedge,SOL/event_crypto_hedge/any_venue,paper_long,long,112.26019185,104.08173753,104.08173753,cost_adjusted_win,yes,yes,290.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-20-link-volume-dislocation,repeat,repeat,LINK,,volume_price_dislocation,link_volume_price_dislocation,LINK/volume_price_dislocation/any_venue,paper_long,long,108.66704268,99.17755774,99.17755774,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-repeat-paper-02-sui-repeat-execution,repeat,second_repeat,SUI,,repeat_execution,sui_okx_on_chain_flow_repeat_execution_gate,SUI/repeat_execution/any_venue,paper_long,long,105.74840912,95.38855192,95.38855192,cost_adjusted_win,yes,yes,606.40,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-repeat-paper-26-sui-liquidation-intensity,repeat,second_repeat,SUI,,liquidation_intensity,sui_okx_liquidation_intensity_paper_gate,SUI/liquidation_intensity/any_venue,paper_long,long,105.74840912,95.38855192,95.38855192,cost_adjusted_win,yes,yes,606.40,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-repeat-paper-01-sui-repeat-execution,repeat,second_repeat,SUI,,repeat_execution,sui_hl_on_chain_flow_repeat_execution_gate,SUI/repeat_execution/any_venue,paper_long,long,105.74840912,95.38855192,95.38855192,cost_adjusted_win,yes,yes,606.40,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-repeat-paper-19-sui-microstructure-flow,repeat,second_repeat,SUI,,microstructure_flow,sui_microstructure_flow_paper_probe,SUI/microstructure_flow/any_venue,paper_long,long,105.74840912,95.38855192,95.38855192,cost_adjusted_win,yes,yes,606.40,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-24-apt-wallet-entity-flow,repeat,repeat,APT,,wallet_entity_flow,public_hypertracker_example_apt_wallet_flow_actionability,APT/wallet_entity_flow/any_venue,paper_long,long,106.69828097,94.33421846,94.33421846,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-03-inj-policy-expansion,repeat,repeat,INJ,,volume_price_dislocation,inj_inj_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,INJ/volume_price_dislocation/any_venue,paper_long,long,76.58450704,63.88397197,63.88397197,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-13-inj-policy-expansion,repeat,repeat,INJ,,volume_price_dislocation,inj_inj_volume_price_dislocation_from_volume_price_dislocation_paper_long,INJ/volume_price_dislocation/any_venue,paper_long,long,76.58450704,63.88397197,63.88397197,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-32-inj-policy-expansion,repeat,repeat,INJ,,volume_price_dislocation,inj_inj_volume_price_dislocation_from_fartcoin_volume_price_dislocation_paper_long,INJ/volume_price_dislocation/any_venue,paper_long,long,76.58450704,63.88397197,63.88397197,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-04-inj-volume-dislocation,repeat,repeat,INJ,,volume_price_dislocation,inj_volume_price_dislocation,INJ/volume_price_dislocation/any_venue,paper_long,long,76.58450704,63.88397197,63.88397197,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-27-inj-policy-expansion,repeat,repeat,INJ,,volume_price_dislocation,inj_inj_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,INJ/volume_price_dislocation/any_venue,paper_long,long,76.58450704,63.88397197,63.88397197,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-02-near-policy-expansion,repeat,repeat,NEAR,,microstructure_flow,near_near_microstructure_flow_paper_probe_from_bera_microstructure_flow_paper_long,NEAR/microstructure_flow/any_venue,paper_long,long,49.92671308,39.52261469,39.52261469,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-06-near-policy-expansion,repeat,repeat,NEAR,,microstructure_flow,near_near_microstructure_flow_probe_from_bera_microstructure_flow_paper_long,NEAR/microstructure_flow/any_venue,paper_long,long,49.92671308,39.52261469,39.52261469,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-07-near-policy-expansion,repeat,repeat,NEAR,,microstructure_flow,near_near_microstructure_flow_paper_probe_from_microstructure_flow_paper_long,NEAR/microstructure_flow/any_venue,paper_long,long,49.92671308,39.52261469,39.52261469,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-12-near-policy-expansion,repeat,repeat,NEAR,,microstructure_flow,near_near_microstructure_flow_paper_probe_from_chip_microstructure_flow_paper_long,NEAR/microstructure_flow/any_venue,paper_long,long,49.92671308,39.52261469,39.52261469,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-25-near-policy-expansion,repeat,repeat,NEAR,,microstructure_flow,near_near_microstructure_flow_probe_from_microstructure_flow_paper_long,NEAR/microstructure_flow/any_venue,paper_long,long,49.92671308,39.52261469,39.52261469,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-28-near-policy-expansion,repeat,repeat,NEAR,,microstructure_flow,near_near_microstructure_flow_probe_from_chip_microstructure_flow_paper_long,NEAR/microstructure_flow/any_venue,paper_long,long,49.92671308,39.52261469,39.52261469,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-31-near-policy-expansion,repeat,repeat,NEAR,,microstructure_flow,near_near_microstructure_flow_paper_probe_from_mon_microstructure_flow_paper_long,NEAR/microstructure_flow/any_venue,paper_long,long,49.92671308,39.52261469,39.52261469,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-36-near-derivatives-positioning,repeat,repeat,NEAR,,unclassified,near_oi_funding_crowding_watch,NEAR/unclassified/any_venue,paper_long,long,49.00613722,38.60203883,38.60203883,cost_adjusted_win,yes,yes,583.12,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-18-near-microstructure-flow,repeat,repeat,NEAR,,microstructure_flow,near_microstructure_flow_paper_probe,NEAR/microstructure_flow/any_venue,paper_long,long,49.00613722,38.60203883,38.60203883,cost_adjusted_win,yes,yes,590.43,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-20-apt-wallet-entity-flow,repeat,repeat,APT,,wallet_entity_flow,public_hypertracker_example_apt_wallet_flow_actionability,APT/wallet_entity_flow/any_venue,paper_long,long,29.41176471,17.04770220,17.04770220,cost_adjusted_win,yes,yes,280.02,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-repeat-paper-24-apt-wallet-entity-flow,repeat,second_repeat,APT,,wallet_entity_flow,public_hypertracker_example_apt_wallet_flow_actionability,APT/wallet_entity_flow/any_venue,paper_long,long,29.41176471,17.04770220,17.04770220,cost_adjusted_win,yes,yes,280.00,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-16-eth-volume-dislocation,repeat,repeat,ETH,,volume_price_dislocation,eth_volume_price_dislocation,ETH/volume_price_dislocation/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-18-eth-policy-expansion,repeat,repeat,ETH,,microstructure_flow,eth_eth_microstructure_flow_probe_from_near_microstructure_flow_paper_long,ETH/microstructure_flow/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-32-eth-policy-expansion,repeat,repeat,ETH,,volume_price_dislocation,eth_eth_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,ETH/volume_price_dislocation/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-18-eth-event-crypto-hedge,repeat,repeat,ETH,,event_crypto_hedge,eth_1971905_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,299.20,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-33-eth-wallet-entity-flow,repeat,repeat,ETH,,wallet_entity_flow,public_hypertracker_example_eth_wallet_flow_actionability,ETH/wallet_entity_flow/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,299.20,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-07-eth-event-crypto-hedge,repeat,repeat,ETH,,event_crypto_hedge,eth_1971905_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-22-eth-wallet-entity-flow,repeat,repeat,ETH,,wallet_entity_flow,public_hypertracker_example_eth_wallet_flow_actionability,ETH/wallet_entity_flow/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,306.55,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-eth-eth-1971905-event-crypto-hedge,repeat,symbol_lane_repeat,ETH,,event_crypto_hedge,eth_1971905_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,290.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-eth-eth-2176262-event-crypto-hedge,repeat,symbol_lane_repeat,ETH,,event_crypto_hedge,eth_2176262_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,290.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-lane-eth-eth-2241674-event-crypto-hedge,repeat,symbol_lane_repeat,ETH,,event_crypto_hedge,eth_2241674_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,11.27261940,2.83695613,2.83695613,cost_adjusted_win,yes,yes,290.71,repeat the ticket and add stop/adverse-excursion notes before any promotion
repeat-paper-09-fartcoin-volume-dislocation,repeat,repeat,FARTCOIN,,volume_price_dislocation,fartcoin_volume_price_dislocation,FARTCOIN/volume_price_dislocation/any_venue,paper_long,long,62.77570411,53.80578839,53.80578839,depth_too_thin_for_probe,yes,yes,306.55,reduce candidate size or skip until depth improves
repeat-paper-03-sui-repeat-execution,repeat,repeat,SUI,,repeat_execution,sui_okx_on_chain_flow_repeat_execution_gate,SUI/repeat_execution/any_venue,paper_long,long,-2.75988960,,-2.75988960,mark_loss,no,yes,306.55,keep or reject based on repeated labels and failure regime
repeat-paper-13-sol-event-crypto-hedge,repeat,repeat,SOL,,event_crypto_hedge,sol_1971905_event_crypto_hedge,SOL/event_crypto_hedge/any_venue,paper_long,long,-3.85213720,,-3.85213720,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-32-sol-stablecoin-migration,repeat,repeat,SOL,,stablecoin_migration,solana_stablecoin_migration,SOL/stablecoin_migration/any_venue,paper_long,long,-3.85213720,,-3.85213720,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-15-sol-policy-expansion,repeat,repeat,SOL,,volume_price_dislocation,sol_sol_volume_price_dislocation_from_volume_price_dislocation_paper_long,SOL/volume_price_dislocation/any_venue,paper_long,long,-3.85213720,,-3.85213720,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-13-sol-volume-dislocation,repeat,second_repeat,SOL,,volume_price_dislocation,sol_volume_price_dislocation,SOL/volume_price_dislocation/any_venue,paper_long,long,-3.85213720,,-3.85213720,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-20-sol-event-crypto-hedge,repeat,second_repeat,SOL,,event_crypto_hedge,sol_1971905_event_crypto_hedge,SOL/event_crypto_hedge/any_venue,paper_long,long,-3.85213720,,-3.85213720,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-36-sol-stablecoin-migration,repeat,second_repeat,SOL,,stablecoin_migration,solana_stablecoin_migration,SOL/stablecoin_migration/any_venue,paper_long,long,-3.85213720,,-3.85213720,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-12-sol-event-crypto-hedge,repeat,second_repeat,SOL,,event_crypto_hedge,sol_1971905_event_crypto_hedge,SOL/event_crypto_hedge/any_venue,paper_long,long,-3.85213720,,-3.85213720,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-paper-36-aave-event-pressure,repeat,repeat,AAVE,,event_pressure,aave_event_pressure_cluster,AAVE/event_pressure/any_venue,paper_long,long,-10.59619160,,-10.59619160,mark_loss,no,yes,306.55,keep or reject based on repeated labels and failure regime
repeat-repeat-paper-20-link-volume-dislocation,repeat,second_repeat,LINK,,volume_price_dislocation,link_volume_price_dislocation,LINK/volume_price_dislocation/any_venue,paper_long,long,-33.11913000,,-33.11913000,mark_loss,no,yes,280.00,keep or reject based on repeated labels and failure regime
repeat-paper-23-sei-microstructure-flow,repeat,repeat,SEI,,microstructure_flow,sei_microstructure_flow_paper_probe,SEI/microstructure_flow/any_venue,paper_long,long,-35.40212413,,-35.40212413,mark_loss,no,yes,568.35,keep or reject based on repeated labels and failure regime
repeat-paper-17-btc-event-crypto-hedge,repeat,repeat,BTC,,event_crypto_hedge,btc_1971905_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-47.80938945,,-47.80938945,mark_loss,no,yes,299.20,keep or reject based on repeated labels and failure regime
repeat-paper-06-btc-event-crypto-hedge,repeat,repeat,BTC,,event_crypto_hedge,btc_1971905_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-47.80938945,,-47.80938945,mark_loss,no,yes,306.55,keep or reject based on repeated labels and failure regime
repeat-lane-btc-btc-1971905-event-crypto-hedge,repeat,symbol_lane_repeat,BTC,,event_crypto_hedge,btc_1971905_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-47.80938945,,-47.80938945,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-btc-btc-2176262-event-crypto-hedge,repeat,symbol_lane_repeat,BTC,,event_crypto_hedge,btc_2176262_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-47.80938945,,-47.80938945,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-btc-btc-2241674-event-crypto-hedge,repeat,symbol_lane_repeat,BTC,,event_crypto_hedge,btc_2241674_event_crypto_hedge,BTC/event_crypto_hedge/any_venue,paper_long,long,-47.80938945,,-47.80938945,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-lane-btc-btc-long-atm-straddle-20260626-volatility-actionability,repeat,symbol_lane_repeat,BTC,,options_volatility,btc_long_atm_straddle_20260626_volatility_actionability,BTC/options_volatility/any_venue,paper_long,long,-47.80938945,,-47.80938945,mark_loss,no,yes,290.71,keep or reject based on repeated labels and failure regime
repeat-paper-11-eth-event-crypto-hedge,repeat,repeat,ETH,,event_crypto_hedge,eth_1971905_event_crypto_hedge,ETH/event_crypto_hedge/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-18-eth-wallet-entity-flow,repeat,repeat,ETH,,wallet_entity_flow,public_hypertracker_example_eth_wallet_flow_actionability,ETH/wallet_entity_flow/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,280.02,keep or reject based on repeated labels and failure regime
repeat-paper-02-eth-policy-expansion,repeat,repeat,ETH,,volume_price_dislocation,eth_eth_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,ETH/volume_price_dislocation/any_venue,paper_long,long,-58.32793260,,-58.32793260,mark_loss,no,yes,261.52,keep or reject based on repeated labels and failure regime
