ticket_id,opened_at,previous_ticket_id,asset,opportunity,decision,candidate_size_usd,checkpoints,entry_mark,entry_source,estimated_net_after_cost_bps,required_record,next_step
repeat-paper-16-eth-policy-expansion,2026-06-08T15:16:01+00:00,paper-16-eth-policy-expansion,ETH,eth_eth_volume_price_dislocation_from_volume_price_dislocation_paper_long,paper_long,100,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-26-eth-policy-expansion,2026-06-08T15:16:01+00:00,paper-26-eth-policy-expansion,ETH,eth_eth_microstructure_flow_probe_from_microstructure_flow_paper_long,paper_long,100,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-29-eth-policy-expansion,2026-06-08T15:16:01+00:00,paper-29-eth-policy-expansion,ETH,eth_eth_microstructure_flow_probe_from_chip_microstructure_flow_paper_long,paper_long,100,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-01-hype-policy-expansion,2026-06-08T14:49:29+00:00,paper-01-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_paper_probe_from_near_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.689000000000,hl_execution_context,514.02103278,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-03-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-03-hype-policy-expansion,HYPE,hype_hype_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-05-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-05-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_probe_from_bera_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-09-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-09-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_paper_probe_from_chip_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-06-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-06-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_paper_probe_from_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-14-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-14-hype-policy-expansion,HYPE,hype_hype_volume_price_dislocation_from_volume_price_dislocation_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-24-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-24-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_probe_from_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-27-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-27-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_probe_from_chip_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-30-hype-policy-expansion,2026-06-08T15:16:01+00:00,paper-30-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_paper_probe_from_mon_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-11-pump-volume-dislocation,2026-06-08T14:49:29+00:00,paper-11-pump-volume-dislocation,PUMP,pump_volume_price_dislocation,paper_long,250,"15m,1h",0.001609000000,hyperliquid_snapshot,162.70744721,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-44-zec-attention-event,2026-06-08T14:54:58+00:00,paper-44-zec-attention-event,ZEC,zec_attention_price_context,paper_long,,"15m,1h",434.590000000000,hyperliquid_snapshot,161.06350409,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-23-zec-wallet-entity-flow,2026-06-08T14:49:29+00:00,paper-23-zec-wallet-entity-flow,ZEC,public_hypertracker_example_zec_wallet_flow_actionability,paper_long,,"15m,1h",434.590000000000,hyperliquid_snapshot,161.06350409,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-10-xpl-volume-dislocation,2026-06-08T14:49:29+00:00,paper-10-xpl-volume-dislocation,XPL,xpl_volume_price_dislocation,paper_long,250,"15m,1h",0.071057000000,hyperliquid_snapshot,139.14326725,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-18-eth-event-crypto-hedge,2026-06-08T14:56:50+00:00,paper-18-eth-event-crypto-hedge,ETH,eth_1971905_event_crypto_hedge,paper_long,,"15m,1h",1685.500000000000,hl_execution_context,90.19099668,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-33-eth-wallet-entity-flow,2026-06-08T14:56:50+00:00,paper-33-eth-wallet-entity-flow,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,"15m,1h",1685.500000000000,hl_execution_context,90.19099668,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-20-sol-event-crypto-hedge,2026-06-08T14:56:50+00:00,paper-20-sol-event-crypto-hedge,SOL,sol_1971905_event_crypto_hedge,paper_long,,"15m,1h",66.720000000000,hl_execution_context,63.21719944,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-36-sol-stablecoin-migration,2026-06-08T14:56:50+00:00,paper-36-sol-stablecoin-migration,SOL,solana_stablecoin_migration,paper_long,,"15m,1h",66.720000000000,hl_execution_context,63.21719944,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-17-btc-event-crypto-hedge,2026-06-08T14:56:50+00:00,paper-17-btc-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,,"15m,1h",63795.000000000000,hl_execution_context,51.00647506,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-24-apt-wallet-entity-flow,2026-06-08T14:49:29+00:00,paper-24-apt-wallet-entity-flow,APT,public_hypertracker_example_apt_wallet_flow_actionability,paper_long,,"15m,1h",0.674800000000,hl_execution_context,44.51075131,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-07-eth-event-crypto-hedge,2026-06-08T14:49:29+00:00,paper-07-eth-event-crypto-hedge,ETH,eth_1971905_event_crypto_hedge,paper_long,,"15m,1h",1685.500000000000,hl_execution_context,90.19099668,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-22-eth-wallet-entity-flow,2026-06-08T14:49:29+00:00,paper-22-eth-wallet-entity-flow,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,"15m,1h",1685.500000000000,hl_execution_context,90.19099668,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-12-sol-event-crypto-hedge,2026-06-08T14:49:29+00:00,paper-12-sol-event-crypto-hedge,SOL,sol_1971905_event_crypto_hedge,paper_long,,"15m,1h",66.720000000000,hl_execution_context,63.21719944,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-06-btc-event-crypto-hedge,2026-06-08T14:49:29+00:00,paper-06-btc-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,,"15m,1h",63795.000000000000,hl_execution_context,51.00647506,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-01-sui-repeat-execution,2026-06-08T09:33:14+00:00,paper-01-sui-repeat-execution,SUI,sui_hl_on_chain_flow_repeat_execution_gate,paper_long,1000,"15m,1h",0.750600000000,hl_execution_context,29.86489018,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-22-bera-microstructure-flow,2026-06-08T10:27:41+00:00,paper-22-bera-microstructure-flow,BERA,bera_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.249400000000,hl_execution_context,411.70568902,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-23-sei-microstructure-flow,2026-06-08T10:27:41+00:00,paper-23-sei-microstructure-flow,SEI,sei_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.049997000000,hl_execution_context,155.29073348,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-36-near-derivatives-positioning,2026-06-08T10:12:55+00:00,paper-36-near-derivatives-positioning,NEAR,near_oi_funding_crowding_watch,paper_long,,"15m,1h",2.183400000000,hl_execution_context,110.55834621,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-27-pepe-liquidation-intensity,2026-06-08T09:33:14+00:00,paper-27-pepe-liquidation-intensity,PEPE,pepe_okx_liquidation_intensity_paper_gate,paper_long,100.00,"15m,1h",0.000002783000,okx_execution_context,31.24588904,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-09-sol-volume-dislocation,2026-06-08T08:12:56+00:00,paper-09-sol-volume-dislocation,SOL,sol_volume_price_dislocation,paper_long,250,"15m,1h",65.893000000000,hl_execution_context,15.73737175,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-26-sui-liquidation-intensity,2026-06-08T09:33:14+00:00,paper-26-sui-liquidation-intensity,SUI,sui_okx_liquidation_intensity_paper_gate,paper_long,100.00,"15m,1h",0.750000000000,okx_execution_context,35.10939440,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-19-sui-microstructure-flow,2026-06-08T09:33:14+00:00,paper-19-sui-microstructure-flow,SUI,sui_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.750600000000,hl_execution_context,29.86489018,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-18-near-microstructure-flow,2026-06-08T10:05:36+00:00,paper-18-near-microstructure-flow,NEAR,near_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",2.183400000000,hl_execution_context,22.20611625,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-21-chip-microstructure-flow,2026-06-08T10:27:41+00:00,paper-21-chip-microstructure-flow,CHIP,chip_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.031478000000,hl_execution_context,12.97501770,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-05-mega-microstructure-flow,2026-06-08T08:52:04+00:00,paper-05-mega-microstructure-flow,MEGA,mega_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.051157000000,hl_execution_context,355.15588820,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-20-mon-microstructure-flow,2026-06-08T09:49:38+00:00,paper-20-mon-microstructure-flow,MON,mon_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.021851000000,hl_execution_context,4.90789572,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-paper-50-hype-token-unlock,2026-06-08T09:57:13+00:00,paper-50-hype-token-unlock,HYPE,hype_unlock_actionability,paper_short,,"15m,1h",61.425000000000,hl_execution_context,5.94350652,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
