ticket_id,opened_at,previous_ticket_id,asset,opportunity,decision,candidate_size_usd,checkpoints,entry_mark,entry_source,estimated_net_after_cost_bps,required_record,next_step
repeat-repeat-paper-20-sol-event-crypto-hedge,2026-06-08T15:16:02+00:00,repeat-paper-20-sol-event-crypto-hedge,SOL,sol_1971905_event_crypto_hedge,paper_long,,"15m,1h",67.495000000000,hl_execution_context,107.88394704,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-36-sol-stablecoin-migration,2026-06-08T15:16:02+00:00,repeat-paper-36-sol-stablecoin-migration,SOL,solana_stablecoin_migration,paper_long,,"15m,1h",67.495000000000,hl_execution_context,107.88394704,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-12-sol-event-crypto-hedge,2026-06-08T15:16:02+00:00,repeat-paper-12-sol-event-crypto-hedge,SOL,sol_1971905_event_crypto_hedge,paper_long,,"15m,1h",67.495000000000,hl_execution_context,107.88394704,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-36-aave-event-pressure,2026-06-08T15:16:02+00:00,repeat-paper-36-aave-event-pressure,AAVE,aave_event_pressure_cluster,paper_long,,"15m,1h",64.872000000000,hyperliquid_snapshot,97.91345310,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-24-apt-wallet-entity-flow,2026-06-08T15:16:02+00:00,repeat-paper-24-apt-wallet-entity-flow,APT,public_hypertracker_example_apt_wallet_flow_actionability,paper_long,,"15m,1h",0.680000000000,hl_execution_context,68.01146522,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-16-eth-volume-dislocation,2026-06-08T15:16:02+00:00,repeat-paper-16-eth-volume-dislocation,ETH,eth_volume_price_dislocation,paper_long,250,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-18-eth-policy-expansion,2026-06-08T15:16:02+00:00,repeat-paper-18-eth-policy-expansion,ETH,eth_eth_microstructure_flow_probe_from_near_microstructure_flow_paper_long,paper_long,100,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-32-eth-policy-expansion,2026-06-08T15:16:02+00:00,repeat-paper-32-eth-policy-expansion,ETH,eth_eth_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-18-eth-event-crypto-hedge,2026-06-08T15:16:02+00:00,repeat-paper-18-eth-event-crypto-hedge,ETH,eth_1971905_event_crypto_hedge,paper_long,,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-33-eth-wallet-entity-flow,2026-06-08T15:16:02+00:00,repeat-paper-33-eth-wallet-entity-flow,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-07-eth-event-crypto-hedge,2026-06-08T15:16:02+00:00,repeat-paper-07-eth-event-crypto-hedge,ETH,eth_1971905_event_crypto_hedge,paper_long,,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-22-eth-wallet-entity-flow,2026-06-08T15:16:02+00:00,repeat-paper-22-eth-wallet-entity-flow,ETH,public_hypertracker_example_eth_wallet_flow_actionability,paper_long,,"15m,1h",1697.300000000000,hl_execution_context,61.29481517,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-23-sei-microstructure-flow,2026-06-08T15:16:02+00:00,repeat-paper-23-sei-microstructure-flow,SEI,sei_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.050314000000,hl_execution_context,53.17478800,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-17-btc-event-crypto-hedge,2026-06-08T15:16:02+00:00,repeat-paper-17-btc-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,,"15m,1h",64034.000000000000,hl_execution_context,29.18264865,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-06-btc-event-crypto-hedge,2026-06-08T15:16:02+00:00,repeat-paper-06-btc-event-crypto-hedge,BTC,btc_1971905_event_crypto_hedge,paper_long,,"15m,1h",64034.000000000000,hl_execution_context,29.18264865,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-05-hype-volume-dislocation,2026-06-08T15:16:02+00:00,repeat-paper-05-hype-volume-dislocation,HYPE,hype_volume_price_dislocation,paper_long,250,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-17-hype-policy-expansion,2026-06-08T15:16:02+00:00,repeat-paper-17-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_probe_from_near_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-29-hype-policy-expansion,2026-06-08T15:16:02+00:00,repeat-paper-29-hype-policy-expansion,HYPE,hype_hype_volume_price_dislocation_from_sol_volume_price_dislocation_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-01-hype-policy-expansion,2026-06-08T15:16:02+00:00,repeat-paper-01-hype-policy-expansion,HYPE,hype_hype_microstructure_flow_paper_probe_from_near_microstructure_flow_paper_long,paper_long,100,"15m,1h",64.840000000000,hl_execution_context,14.86839947,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-22-bera-microstructure-flow,2026-06-08T14:51:25+00:00,repeat-paper-22-bera-microstructure-flow,BERA,bera_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.260320000000,hl_execution_context,427.95583072,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
repeat-repeat-paper-05-mega-microstructure-flow,2026-06-08T09:14:18+00:00,repeat-paper-05-mega-microstructure-flow,MEGA,mega_microstructure_flow_paper_probe,paper_long,100.00,"15m,1h",0.051591000000,hl_execution_context,73.18278143,"repeat mark move, spread/fill assumption, funding, stop, adverse excursion",repeat this cost-adjusted paper probe and compare 15m/1h behavior against the first ticket
